ID,Last Name,First Name,Program,DOB,Age,Gender,City,Sub-program,Worker,Level of Support,Admission Date,Days Elapsed,Location/County,Referral Source
CLI004708,Morgan,Tyler,ETS Employment and Training Services,1969-05-22,56,Female,,,,,2019-08-26,2285,Toronto,"Self,  Family or Friend"
CLI004709,Gutierrez,Ashley,ETS Path to Employment,1969-05-22,56,Female,,,,,2019-08-26,2285,Toronto,"Self,  Family or Friend"
CLI004710,Simmons,Jessica,Community Advocacy Program,1972-05-18,53,Female,,,,,2023-03-23,980,Toronto,"Self,  Family or Friend"
CLI004711,Lee,David,ETS LEARN,1998-05-26,27,Male,,,,,2024-09-16,437,Toronto,"Self,  Family or Friend"
CLI004712,Bailey,Rebecca,ETS Employment and Training Services,1998-05-26,27,Male,,,,,2024-09-11,442,Toronto,"Self,  Family or Friend"
CLI004713,Watson,Nicole,Court Diversion - Ontario Court of Justice 10 Armoury,1981-06-08,44,Do not know,,,,Medium,2025-11-07,20,Toronto,Internal Source
CLI004714,Anderson,Jason,ETS Employment Ontario,1982-12-23,42,Female,,,,,2021-04-07,1695,Toronto,Internal Source
CLI004715,Myers,Anna,ETS Employment Ontario Follow Up,1982-12-23,42,Female,,,,,2022-06-28,1248,Toronto,"Self,  Family or Friend"
CLI004716,Edwards,Christine,ETS Unassisted Services,1968-04-08,57,Male,,,,,2018-08-21,2655,Toronto,"Self,  Family or Friend"
CLI004717,Gutierrez,Kevin,ETS Employment and Training Services,1994-01-24,31,Non Binary,,,,,2023-03-07,996,Toronto,"Self,  Family or Friend"
CLI004718,Ramos,Cynthia,ETS Path to Employment,1981-03-05,44,Male,,,,,2018-12-11,2543,Toronto,Internal Source
CLI004719,Ruiz,Anna,1Housing - Kingston Road (4626 & 4628),1987-02-10,38,Male,Scarborough,,,High,2025-09-10,78,Toronto,External Source
CLI004720,Adams,Carol,145 OHDI - Information and Referral,1963-12-08,61,Male,,,,,2020-04-28,2039,Toronto,"Self,  Family or Friend"
CLI004721,Richardson,Debra,Court Diversion - College Park,1986-10-18,39,Male,,,,,2012-02-06,5043,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004722,Price,Stephen,"African,  Black and Caribbean Communities Program",1999-04-10,26,Female,East York,,,,2025-06-16,164,Toronto,Internal Source
CLI004723,Robinson,Carol,ETS Employment and Training Services,1999-04-10,26,Female,East York,,,,2023-09-08,811,Toronto,"Self,  Family or Friend"
CLI004724,Turner,Thomas,Pearson Community Bridging Project,1977-02-23,48,Male,,,,,2024-09-25,428,Toronto,"Self,  Family or Friend"
CLI004725,Perry,Mary,Intensive Outreach Team (Scarborough),1968-09-09,57,Male,Scarborough,,,,2025-05-05,206,Toronto,The Access Point
CLI004726,Morales,Benjamin,Early Intervention,2003-03-12,22,Male,Scarborough,,,,2025-07-04,146,Toronto,The Access Point
CLI004727,Butler,Deborah,ETS Employment and Training Services,1979-09-30,46,Male,Toronto,,,,2024-10-09,414,Toronto,"Self,  Family or Friend"
CLI004728,Young,Victoria,ETS Employment and Training Services,1900-01-01,125,Do not know,,,,,2019-02-05,2487,Toronto,"Self,  Family or Friend"
CLI004729,Myers,Judith,ETS Employment and Training Services,1998-04-27,27,Male,,,,,2023-11-24,734,Toronto,"Self,  Family or Friend"
CLI004730,Torres,Andrew,1Housing - 40 Oak,1968-03-17,57,Female,,,,,2021-04-06,1696,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004731,Miller,Zachary,1Housing - 40 Oak,1995-10-04,30,Female,,,,,2021-04-06,1696,Toronto,Other
CLI004732,Lewis,Amanda,ETS Employment Ontario Follow Up,1981-12-31,43,Male,,,,,2020-12-17,1806,Toronto,"Self,  Family or Friend"
CLI004733,Castillo,Mary,ETS Employment and Training Services,1981-12-31,43,Male,,,,,2020-06-01,2005,Toronto,"Self,  Family or Friend"
CLI004734,Gray,Sharon,ETS Employment and Training Services,1979-08-29,46,Female,,,,,2019-08-07,2304,Toronto,"Self,  Family or Friend"
CLI004735,Phillips,Joan,ETS Employment Ontario Follow Up,1979-08-29,46,Female,,,,,2020-03-26,2072,Toronto,"Self,  Family or Friend"
CLI004736,Patel,Laura,ETS SSTEP,1976-01-23,49,Female,,,,,2023-06-07,904,Toronto,"Self,  Family or Friend"
CLI004737,Peterson,Rebecca,ETS Path to Employment,1976-01-23,49,Female,,,,,2023-03-16,987,Toronto,"Self,  Family or Friend"
CLI004738,Richardson,Emma,ETS Employment Ontario,1976-01-23,49,Female,,,,,2023-06-16,895,Toronto,"Self,  Family or Friend"
CLI004739,Thompson,Nicholas,ETS Employment and Training Services,1976-01-23,49,Female,,,,,2023-03-22,981,Toronto,"Self,  Family or Friend"
CLI004740,Perry,Megan,CDSS Focus,1981-04-10,44,Male,Toronto,,,,2023-09-26,793,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004741,Nguyen,George,ETS Employment and Training Services,1993-06-23,32,Transgender Male,,,,,2019-02-04,2488,Toronto,"Self,  Family or Friend"
CLI004742,Adams,Michael,ETS Employment Ontario Follow Up,1961-04-20,64,Female,,,,,2020-09-03,1911,Toronto,"Self,  Family or Friend"
CLI004743,Johnson,Mark,ETS Employment and Training Services,1961-04-20,64,Female,,,,,2020-06-03,2003,Toronto,"Self,  Family or Friend"
CLI004744,Miller,Jeffrey,Court Diversion - Ontario Court of Justice 10 Armoury,1973-01-20,52,Female,Toronto,,,Medium,2025-06-03,177,Toronto,External Source
CLI004745,Phillips,Ryan,Open House Drop-In/MHJ (Case Management),1973-01-20,52,Female,Toronto,,,Low,2025-09-03,85,Toronto,"Self,  Family or Friend"
CLI004746,Reed,Amanda,Bridging Specialized Population Focused Follow Up,1975-11-15,50,Do not know,,,,,2024-06-12,533,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004747,Murphy,Jose,ETS Employment and Training Services,1975-02-25,50,Female,,,,,2018-08-27,2649,Toronto,"Self,  Family or Friend"
CLI004748,Barnes,Matthew,STOP-Health Access Expansion,1952-11-15,73,Male,Toronto,,,,2025-09-26,62,Toronto,External Source
CLI004749,Carter,Victoria,Court Diversion - College Park,1993-09-05,32,Female,,,,,2022-08-31,1184,Toronto,"Self,  Family or Friend"
CLI004750,Rivera,Dennis,HOP - Hostel Outreach Program,1987-01-01,38,Female,Toronto,,,,2025-03-05,267,Toronto,"Self,  Family or Friend"
CLI004751,Long,Michelle,ETS Employment and Training Services,1989-03-22,36,Male,,,,,2019-08-16,2295,Toronto,"Self,  Family or Friend"
CLI004752,Castillo,Larry,Court Diversion - Ontario Court of Justice 10 Armoury,1991-09-11,34,Male,,,,,2024-07-24,491,Toronto,Other
CLI004753,Kelly,Jack,Housing - CMHA,1980-01-23,45,Male,,,,,2016-09-08,3367,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004754,Gomez,Carolyn,ETS Employment and Training Services,1968-06-16,57,Male,,,,,2018-08-24,2652,Toronto,"Self,  Family or Friend"
CLI004755,Gonzales,Christopher,Bridging Steps to Support,1961-07-13,64,Male,Toronto,,,,2025-06-30,150,Toronto,"Self,  Family or Friend"
CLI004756,Alvarez,Andrew,Court Diversion - Ontario Court of Justice 10 Armoury,1982-01-30,43,Male,,,,High,2025-09-02,86,Toronto,External Source
CLI004757,Lee,Amy,ETS Employment and Training Services,1966-01-15,59,Male,,,,,2023-05-24,918,Toronto,"Self,  Family or Friend"
CLI004758,Reed,Judith,ETS Employment Ontario,1966-01-15,59,Male,,,,,2023-05-24,918,Toronto,"Self,  Family or Friend"
CLI004759,Jackson,Jonathan,ETS Employment and Training Services,1969-06-12,56,Male,Toronto,,,,2023-10-13,776,Toronto,"Self,  Family or Friend"
CLI004760,Gray,Sandra,Support within Housing,1952-10-24,73,Male,,,,,2012-04-16,4973,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004761,Collins,Ronald,ETS Employment and Training Services,1963-07-17,62,Do not know,,,,,2020-02-07,2120,Toronto,"Self,  Family or Friend"
CLI004762,Young,Robert,ETS Employment Ontario Follow Up,1963-07-17,62,Do not know,,,,,2021-01-25,1767,Toronto,"Self,  Family or Friend"
CLI004763,Ramirez,Stephanie,ETS Employment and Training Services,1980-06-05,45,Male,,,,,2019-10-25,2225,Toronto,"Self,  Family or Friend"
CLI004764,Henderson,John,ETS Employment and Training Services,1992-11-04,33,Male,,,,,2024-01-16,681,Toronto,"Self,  Family or Friend"
CLI004765,Sanders,Charles,ETS Employment Ontario,1992-11-04,33,Male,,,,,2024-01-16,681,Toronto,"Self,  Family or Friend"
CLI004766,Turner,Jack,CSS East,1964-01-13,61,Female,Scarborough,,,,2014-06-05,4193,Toronto,"Self,  Family or Friend"
CLI004767,Sullivan,Barbara,Intensive Outreach Team (Scarborough),1987-11-11,38,Male,,,,,2025-01-08,323,Toronto,"Self,  Family or Friend"
CLI004768,Romero,Lisa,ETS Employment and Training Services,1987-11-11,38,Male,,,,,2024-06-25,520,Toronto,"Self,  Family or Friend"
CLI004769,Barnes,Kelly,ETS Employment and Training Services,1981-02-14,44,Male,,,,,2018-09-28,2617,Toronto,"Self,  Family or Friend"
CLI004770,Diaz,Elizabeth,ETS Employment and Training Services,1978-02-23,47,Male,,,,,2023-09-29,790,Toronto,"Self,  Family or Friend"
CLI004771,Morris,Sandra,CSS East,1963-11-11,62,Male,Scarborough,,,,2023-11-17,741,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004772,Walker,Zachary,Court Diversion - Old City Hall,1972-06-15,53,Male,,,,,2022-03-25,1343,Toronto,"Self,  Family or Friend"
CLI004773,Rivera,Kevin,ETS Employment and Training Services,1984-08-11,41,Female,,,,,2024-07-31,484,Toronto,"Self,  Family or Friend"
CLI004774,Mitchell,Megan,ETS Employment Ontario Follow Up,1992-02-22,33,Female,,,,,2021-02-02,1759,Toronto,"Self,  Family or Friend"
CLI004775,Nelson,Timothy,ETS Employment and Training Services,1992-02-22,33,Female,,,,,2020-09-30,1884,Toronto,"Self,  Family or Friend"
CLI004776,Martinez,Sandra,1Housing - 20 Palace,1957-01-07,68,Do not know,Toronto,,,,2024-11-20,372,Toronto,"Self,  Family or Friend"
CLI004777,Scott,Steven,CSS East,1996-03-29,29,Male,Scarborough,,,,2024-08-19,465,Toronto,Internal Source
CLI004778,Diaz,Jose,ETS Employment Ontario,1993-03-17,32,Female,,,,,2021-07-07,1604,Toronto,"Self,  Family or Friend"
CLI004779,Cruz,Christopher,ETS Job Development,1993-03-17,32,Female,,,,,2021-08-04,1576,Toronto,Internal Source
CLI004780,Vasquez,Sharon,1Housing - 20 Palace,1964-06-26,61,Female,Toronto,,,,2024-11-20,372,Toronto,"Self,  Family or Friend"
CLI004781,Collins,Michael,ETS SSTEP,1983-05-03,42,Female,,,,,2021-03-09,1724,Toronto,Internal Source
CLI004782,Howard,William,ETS Employment and Training Services,1983-05-03,42,Female,,,,,2021-03-09,1724,Toronto,"Self,  Family or Friend"
CLI004783,Morris,Amanda,ETS TESS - Career Exploration,1983-05-03,42,Female,,,,,2021-03-15,1718,Toronto,Internal Source
CLI004784,Wood,Gary,HOP-Housing Stabilization,1973-10-31,52,Male,Toronto,,,,2023-07-12,869,Toronto,Internal Source
CLI004785,Nelson,Jose,ETS Employment and Training Services,1980-03-08,45,Female,,,,,2018-09-28,2617,Toronto,"Self,  Family or Friend"
CLI004786,Carter,Katherine,ETS Employment and Training Services,1963-11-29,61,Female,,,,,2018-12-28,2526,Toronto,"Self,  Family or Friend"
CLI004787,Baker,Nicole,ETS TESS - Hospitality,1963-11-29,61,Female,,,,,2018-12-28,2526,Toronto,"Self,  Family or Friend"
CLI004788,Green,James,CSS West,1900-01-01,125,Do not know,,,,,2008-10-02,6265,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004789,Sullivan,Betty,Bridging Housing and Community Stabilization,1974-07-11,51,Male,,,,,2019-03-12,2452,Toronto,"Self,  Family or Friend"
CLI004790,Lee,Katherine,Bridging Housing and Community Stabilization,1998-10-21,27,Male,,,,,2019-08-07,2304,Toronto,"Self,  Family or Friend"
CLI004791,Watson,Mark,ETS Employment and Training Services,1976-04-11,49,Male,,,,,2023-05-04,938,Toronto,"Self,  Family or Friend"
CLI004792,Phillips,Joan,ETS Employment Ontario Follow Up,1983-03-03,42,Female,,,,,2021-12-09,1449,Toronto,"Self,  Family or Friend"
CLI004793,Bennett,Ronald,ETS Employment and Training Services,1983-03-03,42,Female,,,,,2020-08-05,1940,Toronto,"Self,  Family or Friend"
CLI004794,Bell,Patrick,ETS Employment and Training Services,1988-10-04,37,Male,,,,,2018-11-16,2568,Toronto,"Self,  Family or Friend"
CLI004795,Williams,Debra,ETS Employment and Training Services,1984-07-07,41,Female,,,,,2023-02-17,1014,Toronto,"Self,  Family or Friend"
CLI004796,Allen,Linda,ETS Employment Ontario,1984-07-07,41,Female,,,,,2023-02-17,1014,Toronto,"Self,  Family or Friend"
CLI004797,Harris,Amy,Court Diversion - Ontario Court of Justice 10 Armoury,2003-08-14,22,Male,Toronto,,,,2025-05-29,182,Toronto,"Self,  Family or Friend"
CLI004798,Foster,Larry,Open House Drop-In/MHJ (Case Management),2003-08-14,22,Male,Toronto,,,,2025-07-31,119,Toronto,"Self,  Family or Friend"
CLI004799,Patel,Nicholas,ETS Employment and Training Services,1973-01-10,52,Female,,,,,2023-09-29,790,Toronto,"Self,  Family or Friend"
CLI004800,Allen,Jessica,1Housing - 145 Queen,1979-09-02,46,Male,,,,,2022-01-04,1423,Toronto,"Self,  Family or Friend"
CLI004801,Brooks,Karen,Dan Harrison DROP-IN,1979-09-02,46,Male,,,,,2016-10-18,3327,Toronto,Other
CLI004802,Russell,Amanda,Somali Program,1979-09-02,46,Male,,,,,2022-07-22,1224,Toronto,Internal Source
CLI004803,Parker,Heather,Bridging Housing and Community Stabilization,1979-11-02,46,Male,,,,,2020-03-13,2085,Toronto,"Self,  Family or Friend"
CLI004804,Robinson,Margaret,Bridging Birchmount Greens,1956-10-02,69,Male,Scarbrough,,,,2023-12-28,700,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004805,Stewart,Zachary,Bridging Enhanced Housing Support Program,1964-01-02,61,Male,North York,,,,2025-06-11,169,Toronto,External Source
CLI004806,Reed,Amanda,Bridging Housing and Community Stabilization,1900-01-01,125,Male,,,,,2020-01-08,2150,Toronto,"Self,  Family or Friend"
CLI004807,Long,Gary,ETS Employment and Training Services,1985-10-20,40,Male,,,,,2018-09-14,2631,Toronto,"Self,  Family or Friend"
CLI004808,Clark,Mark,Court Diversion - Ontario Court of Justice 10 Armoury,1984-10-05,41,Female,,,,,2025-05-12,199,Toronto,"Self,  Family or Friend"
CLI004809,Williams,Larry,HOP - Hostel Outreach Program,1979-01-01,46,Female,Toronto,,,,2025-06-06,174,Toronto,Internal Source
CLI004810,Collins,Margaret,1Housing - 20 Palace,1994-01-01,31,Female,,,,,2023-08-24,826,Toronto,"Self,  Family or Friend"
CLI004811,Garcia,Donna,HOP - Hostel Outreach Program,1990-07-26,35,Female,Scarborough,,,,2025-05-29,182,Toronto,The Access Point
CLI004812,Howard,Jose,ETS Employment Ontario,1990-06-26,35,Female,,,,,2018-07-19,2688,Toronto,"Self,  Family or Friend"
CLI004813,Scott,Jeffrey,Open House Drop-In/MHJ (Case Management),1993-08-01,32,Male,,,,Medium,2025-08-22,97,Toronto,"Self,  Family or Friend"
CLI004814,Butler,Mary,ETS TESS - Career Exploration,1969-01-01,56,Female,,,,,2019-12-16,2173,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004815,Garcia,Laura,ETS Employment and Training Services,1969-01-01,56,Female,,,,,2019-12-16,2173,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004816,Watson,Anthony,Court Diversion - Ontario Court of Justice 10 Armoury,1986-01-01,39,Male,,,,Medium,2025-10-28,30,Toronto,"Self,  Family or Friend"
CLI004817,Diaz,Helen,Community Advocacy Program,1972-09-15,53,Do not know,,,,,2023-08-31,819,Toronto,"Self,  Family or Friend"
CLI004818,Ortiz,George,1Housing - Housing Help,1971-12-31,53,Female,Toronto,,,Low,2025-01-22,309,Toronto,"Self,  Family or Friend"
CLI004819,Rogers,Emma,Bridging Steps to Support,1961-07-08,64,Female,Toronto,,,,2025-06-30,150,Toronto,"Self,  Family or Friend"
CLI004820,Chavez,Donald,ETS Employment and Training Services,1988-06-02,37,Male,,,,,2020-10-13,1871,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004821,Miller,Jeffrey,1Housing - 704 Mortimer,1955-01-01,70,Do not know,,,,,2023-11-17,741,Toronto,"Self,  Family or Friend"
CLI004822,Carter,Cynthia,ETS Employment and Training Services,1978-01-05,47,Male,,,,,2022-08-09,1206,Toronto,"Self,  Family or Friend"
CLI004823,Watson,Mary,ETS Employment Ontario,1975-01-01,50,Female,Mississauga,,,,2024-12-12,350,Halton,Internal Source
CLI004824,Garcia,Emma,ETS Employment and Training Services,1975-01-01,50,Female,Mississauga,,,,2024-12-10,352,Halton,"Self,  Family or Friend"
CLI004825,Adams,Shirley,Somali Program,1975-01-01,50,Female,Mississauga,,,,2024-09-04,449,Halton,"Self,  Family or Friend"
CLI004826,Ross,Jeremy,ETS Employment Ontario,1992-03-06,33,Female,,,,,2022-11-22,1101,Toronto,"Self,  Family or Friend"
CLI004827,Phillips,Janet,ETS Employment and Training Services,1992-03-06,33,Female,,,,,2022-11-22,1101,Toronto,"Self,  Family or Friend"
CLI004828,Davis,Samuel,HART Hub,1992-03-13,33,Do not know,,,,,2025-11-19,8,Toronto,"Self,  Family or Friend"
CLI004829,Price,Brandon,ETS TESS - Career Exploration,1956-04-08,69,Male,,,,,2019-12-19,2170,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004830,Henderson,Daniel,ETS Employment Ontario,1956-04-08,69,Male,,,,,2019-12-17,2172,Toronto,Internal Source
CLI004831,Campbell,Ashley,ETS Employment and Training Services,1956-04-08,69,Male,,,,,2019-12-16,2173,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004832,Cruz,Christina,ETS Employment Ontario,1990-08-25,35,Female,,,,,2019-09-03,2277,Toronto,"Self,  Family or Friend"
CLI004833,Adams,Michael,ETS TESS - Career Exploration,2001-01-26,24,Do not know,,,,,2024-01-29,668,Toronto,"Self,  Family or Friend"
CLI004834,Romero,Daniel,ETS Employment and Training Services,2001-01-26,24,Do not know,,,,,2024-01-17,680,Toronto,"Self,  Family or Friend"
CLI004835,Johnson,Jerry,Intensive Outreach Team (Scarborough),1996-07-16,29,Male,Scarborough,,,,2025-07-11,139,Toronto,The Access Point
CLI004836,Thomas,John,ETS Employment and Training Services,2004-09-28,21,Do not know,,,,,2024-01-17,680,Toronto,"Self,  Family or Friend"
CLI004837,Allen,Matthew,Early Intervention,2003-03-29,22,Male,,,,,2023-02-01,1030,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004838,Jenkins,Robert,ETS Employment and Training Services,1981-09-10,44,Female,,,,,2022-10-17,1137,Toronto,"Self,  Family or Friend"
CLI004839,Gutierrez,William,ETS Employment Ontario,1981-09-10,44,Female,,,,,2022-10-17,1137,Toronto,"Self,  Family or Friend"
CLI004840,Mendoza,Kyle,1Housing - Housing Help,1985-05-15,40,Do not know,,,,,2024-04-08,598,Toronto,"Self,  Family or Friend"
CLI004841,Young,Cynthia,Somali Program,1981-02-01,44,Male,,,,,2014-09-16,4090,Toronto,"Self,  Family or Friend"
CLI004842,Vasquez,Samuel,1Housing - 20 Palace,1980-11-12,45,Male,Toronto,,,,2024-11-20,372,Toronto,"Self,  Family or Friend"
CLI004843,Castillo,Victoria,CSS East,1982-02-26,43,Female,Scarborough,,,,2025-11-03,24,Toronto,Internal Source
CLI004844,Barnes,Ronald,CDSS Coordinated Access,1964-09-17,61,Male,toronto,,,,2025-09-09,79,Toronto,External Source
CLI004845,Edwards,Joyce,Bridging Steps to Support,1965-06-23,60,Male,,,,,2025-06-30,150,Toronto,"Self,  Family or Friend"
CLI004846,Clark,Rachel,ETS Employment and Training Services,1994-01-01,31,Female,,,,,2023-09-01,818,Toronto,"Self,  Family or Friend"
CLI004847,Alvarez,Ethan,ETS Employment Ontario,1994-01-01,31,Female,,,,,2023-09-01,818,Toronto,"Self,  Family or Friend"
CLI004848,Wright,Emma,ETS Job Development,1982-01-15,43,Female,,,,,2023-05-12,930,Toronto,"Self,  Family or Friend"
CLI004849,Kelly,Michael,HOP - Hostel Outreach Program,1997-08-14,28,Female,Toronto,,,,2025-07-22,128,Toronto,External Source
CLI004850,Alvarez,Zachary,HOP - Hostel Outreach Housing Support,1997-08-14,28,Female,Toronto,,,,2025-08-18,101,Toronto,Internal Source
CLI004851,Harris,Jonathan,ETS Employment and Training Services,1999-09-19,26,Do not know,,,,,2024-06-24,521,Toronto,"Self,  Family or Friend"
CLI004852,Romero,Alexander,ETS Employment and Training Services,1962-08-11,63,Male,,,,,2021-06-21,1620,Toronto,"Self,  Family or Friend"
CLI004853,Myers,Janet,Somali Program,1982-07-01,43,Male,,,,,2025-09-05,83,Toronto,Internal Source
