client_id,first_name,last_name,email,phone,dob,program_name,admission_date,discharge_date,program_status,referral_source,receiving_services,support_workers,notes
CID103298,TestFirst--3298,TestLast--3298,test3298@example.com,+917136399424,2023-03-29,Employment Assistance,2024-12-24,2023-09-10,active,Clinic,no,Asha Patel,Duplicate-case 2 - different referral_source
CID103299,TestFirst--3299,TestLast--3299,test3299@example.com,+916341828415,2023-11-22,Family Support,2024-07-09,2025-08-14,discharged,Outreach,yes,Anil Verma,Primary enrollment
CID103300,TestFirst--3300,TestLast--3300,test3300@example.com,+919846873662,2024-09-12,Counselling,2022-12-22,2023-09-24,pending,School,no,Dr. Singh,Primary enrollment
CID103301,TestFirst--3301,TestLast--3301,test3301@example.com,+917893677140,2024-02-17,Housing Support,2025-04-15,2024-05-11,pending,School,yes,Rita Kumar,Duplicate-case 2 - different referral_source
CID103302,TestFirst--3302,TestLast--3302,test3302@example.com,+916215879548,2024-04-28,Addiction Counselling,2025-03-25,2023-12-17,active,Hospital,no,Anil Verma,Duplicate with status difference
CID103303,TestFirst--3303,TestLast--3303,test3303@example.com,+916668482016,2023-11-16,Employment Assistance,2025-05-28,2024-02-25,pending,Outreach,no,"Rita Kumar,Sunil Iyer",Initial enrollment
CID103304,TestFirst--3304,TestLast--3304,test3304@example.com,+918050935907,2025-10-31,Family Support,2025-10-15,2025-09-15,active,School,yes,"Rita Kumar,Sunil Iyer",Duplicate-case 1
CID103305,TestFirst--3305,TestLast--3305,test3305@example.com,+916966689604,2023-03-12,Counselling,2025-01-11,2023-12-28,active,Self,yes,Asha Patel,Duplicate with status difference
CID103306,TestFirst--3306,TestLast--3306,test3306@example.com,+917187605302,2023-12-27,Housing Support,2025-07-11,2025-08-08,pending,Agency C,no,Dr. Singh,Duplicate-case 1
CID103307,TestFirst--3307,TestLast--3307,test3307@example.com,+919734530392,2025-10-23,Addiction Counselling,2024-08-10,2024-07-16,discharged,Agency B,yes,Asha Patel,Initial enrollment
CID103308,TestFirst--3308,TestLast--3308,test3308@example.com,+917173154979,2024-07-21,Employment Assistance,2024-05-23,2023-10-14,active,Outreach,yes,Dr. Singh,support workers lowercase
CID103309,TestFirst--3309,TestLast--3309,test3309@example.com,+916815479389,2025-04-06,Family Support,2024-10-23,2025-03-20,discharged,Self,yes,Asha Patel,support workers lowercase
CID103310,TestFirst--3310,TestLast--3310,test3310@example.com,+919479035502,2024-01-06,Counselling,2024-03-03,2025-02-26,discharged,School,yes,Sonia Rao,Duplicate with status difference
CID103311,TestFirst--3311,TestLast--3311,test3311@example.com,+917004302036,2023-12-28,Housing Support,2024-12-30,2024-06-23,pending,Agency C,no,Anil Verma,Primary enrollment
CID103312,TestFirst--3312,TestLast--3312,test3312@example.com,+918069589537,2025-05-23,Addiction Counselling,2023-07-23,2022-12-19,active,Outreach,yes,Anil Verma,support workers lowercase
CID103313,TestFirst--3313,TestLast--3313,test3313@example.com,+918283911660,2025-11-02,Employment Assistance,2024-04-19,2024-11-04,discharged,Outreach,yes,Anil Verma,support workers different order
CID103314,TestFirst--3314,TestLast--3314,test3314@example.com,+919988711373,2025-01-04,Family Support,2025-09-09,2024-10-26,discharged,Agency C,no,"sunil iyer, Rita Kumar",support workers different order
CID103315,TestFirst--3315,TestLast--3315,test3315@example.com,+919499192721,2023-02-15,Counselling,2024-12-29,2024-10-31,pending,Agency A,no,"Rita Kumar,Sunil Iyer",Primary enrollment
CID103316,TestFirst--3316,TestLast--3316,test3316@example.com,+916322067009,2023-01-29,Housing Support,2025-02-16,2025-07-20,discharged,Clinic,no,"Rita Kumar,Sunil Iyer",support workers lowercase
CID103317,TestFirst--3317,TestLast--3317,test3317@example.com,+918606951439,2024-04-10,Addiction Counselling,2023-12-26,2023-01-19,pending,Hospital,yes,Dr. Singh,Duplicate-case 2 - different referral_source
CID103318,TestFirst--3318,TestLast--3318,test3318@example.com,+917891754075,2023-09-02,Employment Assistance,2023-01-12,2022-12-25,active,Agency C,yes,Dr. Singh,Duplicate with status difference
CID103319,TestFirst--3319,TestLast--3319,test3319@example.com,+916095763303,2024-10-26,Family Support,2023-08-22,2025-03-22,pending,Self,yes,"Rita Kumar,Sunil Iyer",Duplicate-case 2 - different referral_source
CID103320,TestFirst--3320,TestLast--3320,test3320@example.com,+917247806015,2025-03-18,Counselling,2025-11-08,2024-04-09,discharged,Clinic,no,Anil Verma,Primary enrollment
CID103321,TestFirst--3321,TestLast--3321,test3321@example.com,+919450954016,2023-07-08,Housing Support,2024-11-14,2025-11-22,active,Agency C,yes,Asha Patel,Duplicate-case 1
CID103322,TestFirst--3322,TestLast--3322,test3322@example.com,+916558299923,2023-07-03,Addiction Counselling,2023-09-25,2024-03-09,active,Agency C,no,Rita Kumar,support workers lowercase
CID103323,TestFirst--3323,TestLast--3323,test3323@example.com,+918097757685,2023-09-20,Employment Assistance,2023-09-06,2023-10-21,discharged,Hospital,no,Dr. Singh,Duplicate with status difference
CID103324,TestFirst--3324,TestLast--3324,test3324@example.com,+918530110751,2024-05-24,Family Support,2025-10-21,2024-10-11,active,Agency C,no,"Rita Kumar, Sunil Iyer",Duplicate-case 2 - different referral_source
CID103325,TestFirst--3325,TestLast--3325,test3325@example.com,+918391346613,2023-04-11,Counselling,2023-01-21,2023-04-16,discharged,Clinic,yes,"sunil iyer, Rita Kumar",Initial enrollment
CID103326,TestFirst--3326,TestLast--3326,test3326@example.com,+916345989801,2024-03-03,Housing Support,2024-04-25,2025-10-27,pending,School,no,Asha Patel,Duplicate-case 2 - different referral_source
CID103327,TestFirst--3327,TestLast--3327,test3327@example.com,+918434579780,2025-04-14,Addiction Counselling,2025-11-02,2023-11-24,pending,School,no,"Rita Kumar, Sunil Iyer",Initial enrollment
CID103328,TestFirst--3328,TestLast--3328,test3328@example.com,+917712931482,2024-10-08,Employment Assistance,2024-12-19,2023-07-21,pending,Outreach,no,"sunil iyer, Rita Kumar",support workers different order
CID103329,TestFirst--3329,TestLast--3329,test3329@example.com,+919556419492,2024-08-14,Family Support,2023-08-05,2025-07-14,discharged,Outreach,no,Asha Patel,Duplicate with status difference
CID103330,TestFirst--3330,TestLast--3330,test3330@example.com,+918464039458,2024-03-25,Counselling,2023-10-31,2022-12-13,pending,Agency C,no,"sunil iyer, Rita Kumar",Duplicate-case 2 - different referral_source
CID103331,TestFirst--3331,TestLast--3331,test3331@example.com,+916146702196,2024-09-01,Housing Support,2024-03-24,2023-07-04,discharged,Agency C,no,Rita Kumar,Duplicate with status difference
CID103332,TestFirst--3332,TestLast--3332,test3332@example.com,+919661010592,2024-12-03,Addiction Counselling,2025-09-02,2024-02-06,active,Agency B,no,Anil Verma,support workers different order
CID103333,TestFirst--3333,TestLast--3333,test3333@example.com,+918593627299,2024-05-29,Employment Assistance,2024-05-10,2025-08-18,active,Clinic,no,"sunil iyer, Rita Kumar",Initial enrollment
CID103334,TestFirst--3334,TestLast--3334,test3334@example.com,+916150169655,2023-10-03,Family Support,2023-05-26,2023-09-12,pending,Agency C,no,Dr. Singh,Duplicate-case 1
CID103335,TestFirst--3335,TestLast--3335,test3335@example.com,+919703413345,2025-07-22,Counselling,2024-09-16,2023-02-07,active,Self,no,"sunil iyer, Rita Kumar",Duplicate-case 2 - different referral_source
CID103336,TestFirst--3336,TestLast--3336,test3336@example.com,+916459655631,2024-11-02,Housing Support,2022-12-20,2023-05-12,pending,Agency A,no,Anil Verma,Initial enrollment
CID103337,TestFirst--3337,TestLast--3337,test3337@example.com,+916397150399,2023-10-13,Addiction Counselling,2024-04-05,2023-11-05,discharged,Agency A,no,Rita Kumar,Duplicate-case 2 - different referral_source
CID103338,TestFirst--3338,TestLast--3338,test3338@example.com,+918858004884,2023-01-02,Employment Assistance,2023-08-29,2023-12-04,discharged,Clinic,yes,Rita Kumar,Initial enrollment
CID103339,TestFirst--3339,TestLast--3339,test3339@example.com,+919346140357,2024-07-30,Family Support,2023-08-18,2023-11-19,pending,Agency A,no,"Rita Kumar,Sunil Iyer",Duplicate-case 2 - different referral_source
CID103340,TestFirst--3340,TestLast--3340,test3340@example.com,+917171259545,2025-10-03,Counselling,2025-03-13,2025-08-02,pending,Agency B,yes,Rita Kumar,support workers different order
CID103341,TestFirst--3341,TestLast--3341,test3341@example.com,+917130274913,2023-04-04,Housing Support,2025-01-21,2023-12-09,discharged,Agency A,yes,Sonia Rao,Duplicate-case 2 - different referral_source
CID103342,TestFirst--3342,TestLast--3342,test3342@example.com,+916786053518,2024-07-01,Addiction Counselling,2024-09-09,2023-02-16,active,Self,yes,Rita Kumar,Primary enrollment
CID103343,TestFirst--3343,TestLast--3343,test3343@example.com,+919763730225,2023-07-09,Employment Assistance,2025-10-17,2023-07-01,discharged,Outreach,no,"sunil iyer, Rita Kumar",Primary enrollment
CID103344,TestFirst--3344,TestLast--3344,test3344@example.com,+919543970931,2025-02-03,Family Support,2023-09-16,2025-06-24,active,Outreach,no,Rita Kumar,support workers different order
CID103345,TestFirst--3345,TestLast--3345,test3345@example.com,+916604410085,2025-03-01,Counselling,2023-10-30,2025-01-21,discharged,Hospital,yes,Anil Verma,support workers lowercase
CID103346,TestFirst--3346,TestLast--3346,test3346@example.com,+919589637464,2023-01-10,Housing Support,2024-12-08,2023-12-01,pending,Hospital,no,"sunil iyer, Rita Kumar",Initial enrollment
CID103347,TestFirst--3347,TestLast--3347,test3347@example.com,+918508901829,2023-11-26,Addiction Counselling,2023-12-05,2024-04-28,pending,Agency A,no,"sunil iyer, Rita Kumar",support workers lowercase
CID103348,TestFirst--3348,TestLast--3348,test3348@example.com,+919742229157,2023-02-11,Employment Assistance,2025-01-03,2023-07-02,pending,Agency A,yes,Asha Patel,Duplicate-case 1
CID103349,TestFirst--3349,TestLast--3349,test3349@example.com,+917589062974,2024-01-21,Family Support,2024-10-19,2024-03-07,pending,Agency A,yes,"Rita Kumar, Sunil Iyer",Duplicate with status difference
CID103350,TestFirst--3350,TestLast--3350,test3350@example.com,+916130942353,2024-12-08,Counselling,2023-10-10,2023-09-17,active,Clinic,no,"sunil iyer, Rita Kumar",Duplicate-case 1
CID103351,TestFirst--3351,TestLast--3351,test3351@example.com,+919273582340,2023-09-07,Housing Support,2024-05-27,2025-07-14,discharged,Outreach,yes,"Rita Kumar,Sunil Iyer",support workers lowercase
CID103352,TestFirst--3352,TestLast--3352,test3352@example.com,+918852220803,2024-09-13,Addiction Counselling,2023-12-07,2025-07-30,active,Agency B,yes,Sonia Rao,Primary enrollment
CID103353,TestFirst--3353,TestLast--3353,test3353@example.com,+916523728196,2024-10-16,Employment Assistance,2025-09-01,2024-03-05,active,Agency A,yes,Anil Verma,Primary enrollment
CID103354,TestFirst--3354,TestLast--3354,test3354@example.com,+917449230078,2025-05-21,Family Support,2023-06-19,2022-12-13,pending,Self,yes,Asha Patel,support workers lowercase
CID103355,TestFirst--3355,TestLast--3355,test3355@example.com,+919149061818,2024-04-03,Counselling,2023-06-14,2025-05-21,discharged,Outreach,no,Sonia Rao,Duplicate with status difference
CID103356,TestFirst--3356,TestLast--3356,test3356@example.com,+917687825592,2024-11-10,Housing Support,2023-05-14,2024-09-29,pending,Agency A,yes,"sunil iyer, Rita Kumar",support workers different order
CID103357,TestFirst--3357,TestLast--3357,test3357@example.com,+918373888672,2023-07-12,Addiction Counselling,2025-06-21,2024-12-20,pending,School,no,Rita Kumar,Duplicate-case 2 - different referral_source
CID103358,TestFirst--3358,TestLast--3358,test3358@example.com,+919713831869,2024-07-28,Employment Assistance,2022-12-09,2023-10-12,active,Agency C,yes,Anil Verma,Duplicate-case 1
CID103359,TestFirst--3359,TestLast--3359,test3359@example.com,+917351841661,2025-10-09,Family Support,2023-09-23,2025-03-12,pending,School,yes,"sunil iyer, Rita Kumar",Duplicate with status difference
CID103360,TestFirst--3360,TestLast--3360,test3360@example.com,+918557889316,2023-12-16,Counselling,2024-03-26,2025-02-20,pending,Hospital,no,"sunil iyer, Rita Kumar",Duplicate-case 2 - different referral_source
CID103361,TestFirst--3361,TestLast--3361,test3361@example.com,+917489327290,2023-07-25,Housing Support,2025-10-13,2025-09-15,active,Hospital,no,Anil Verma,Duplicate-case 2 - different referral_source
CID103362,TestFirst--3362,TestLast--3362,test3362@example.com,+917384708427,2024-05-31,Addiction Counselling,2023-02-24,2025-08-27,pending,Agency B,yes,"sunil iyer, Rita Kumar",Primary enrollment
CID103363,TestFirst--3363,TestLast--3363,test3363@example.com,+919692387102,2025-04-15,Employment Assistance,2023-08-04,2025-01-19,active,Agency C,yes,Dr. Singh,Primary enrollment
CID103364,TestFirst--3364,TestLast--3364,test3364@example.com,+919084918582,2025-06-05,Family Support,2025-01-27,2024-11-30,discharged,Agency B,no,"Rita Kumar,Sunil Iyer",support workers lowercase
CID103365,TestFirst--3365,TestLast--3365,test3365@example.com,+919720587473,2024-12-04,Counselling,2023-01-03,2025-06-15,discharged,Agency A,yes,"Rita Kumar, Sunil Iyer",support workers different order
CID103366,TestFirst--3366,TestLast--3366,test3366@example.com,+917139489647,2024-07-01,Housing Support,2024-12-22,2023-12-02,discharged,Hospital,yes,Asha Patel,Primary enrollment
CID103367,TestFirst--3367,TestLast--3367,test3367@example.com,+916948691959,2024-11-03,Addiction Counselling,2025-01-21,2025-09-19,active,Agency B,yes,Dr. Singh,Duplicate-case 2 - different referral_source
CID103368,TestFirst--3368,TestLast--3368,test3368@example.com,+919458643670,2022-12-22,Employment Assistance,2022-12-16,2025-08-26,pending,Agency A,yes,"Rita Kumar, Sunil Iyer",Duplicate-case 2 - different referral_source
CID103369,TestFirst--3369,TestLast--3369,test3369@example.com,+919677086345,2024-12-22,Family Support,2024-02-21,2023-04-30,pending,Agency B,yes,Asha Patel,support workers lowercase
CID103370,TestFirst--3370,TestLast--3370,test3370@example.com,+918675576331,2025-03-04,Counselling,2025-02-24,2024-07-30,pending,Agency B,yes,Asha Patel,Initial enrollment
CID103371,TestFirst--3371,TestLast--3371,test3371@example.com,+918086948292,2025-06-19,Housing Support,2022-11-28,2025-09-12,discharged,Agency A,no,"sunil iyer, Rita Kumar",Duplicate-case 1
CID103372,TestFirst--3372,TestLast--3372,test3372@example.com,+918368640062,2024-07-15,Addiction Counselling,2024-10-12,2022-12-23,discharged,Agency C,no,"Rita Kumar,Sunil Iyer",Primary enrollment
CID103373,TestFirst--3373,TestLast--3373,test3373@example.com,+919674473915,2024-10-08,Employment Assistance,2025-10-13,2025-10-02,active,Hospital,no,"Rita Kumar,Sunil Iyer",Initial enrollment
CID103374,TestFirst--3374,TestLast--3374,test3374@example.com,+918697276003,2023-05-10,Family Support,2023-10-26,2024-05-28,pending,Hospital,no,Anil Verma,support workers different order
CID103375,TestFirst--3375,TestLast--3375,test3375@example.com,+917208285687,2025-01-09,Counselling,2024-12-17,2025-06-25,discharged,Outreach,no,Rita Kumar,Duplicate-case 1
CID103376,TestFirst--3376,TestLast--3376,test3376@example.com,+918495333005,2024-09-20,Housing Support,2024-02-19,2023-07-22,pending,Agency A,no,"sunil iyer, Rita Kumar",Duplicate-case 1
CID103377,TestFirst--3377,TestLast--3377,test3377@example.com,+917996251879,2023-05-27,Addiction Counselling,2023-06-28,2024-05-10,active,Self,yes,"sunil iyer, Rita Kumar",Duplicate-case 2 - different referral_source
CID103378,TestFirst--3378,TestLast--3378,test3378@example.com,+919842595975,2025-09-08,Employment Assistance,2024-05-14,2025-07-16,pending,Self,yes,"Rita Kumar, Sunil Iyer",Duplicate-case 2 - different referral_source
CID103379,TestFirst--3379,TestLast--3379,test3379@example.com,+916329777761,2025-07-13,Family Support,2024-09-09,2023-04-25,pending,School,yes,"Rita Kumar,Sunil Iyer",Duplicate with status difference
CID103380,TestFirst--3380,TestLast--3380,test3380@example.com,+917457549354,2025-05-10,Counselling,2025-11-12,2023-12-19,active,Clinic,no,"Rita Kumar,Sunil Iyer",Initial enrollment
CID103381,TestFirst--3381,TestLast--3381,test3381@example.com,+917034859092,2023-12-02,Housing Support,2024-03-24,2023-05-16,pending,Self,yes,Anil Verma,Primary enrollment
CID103382,TestFirst--3382,TestLast--3382,test3382@example.com,+916368318961,2024-07-13,Addiction Counselling,2025-02-03,2025-07-28,active,Outreach,yes,Rita Kumar,Duplicate with status difference
CID103383,TestFirst--3383,TestLast--3383,test3383@example.com,+918376169619,2024-03-04,Employment Assistance,2023-01-22,2025-06-25,pending,School,no,Asha Patel,Duplicate with status difference
CID103384,TestFirst--3384,TestLast--3384,test3384@example.com,+918811115033,2024-09-12,Family Support,2023-07-13,2023-01-06,pending,Hospital,no,"sunil iyer, Rita Kumar",support workers lowercase
CID103385,TestFirst--3385,TestLast--3385,test3385@example.com,+918077993091,2024-09-13,Counselling,2025-10-31,2023-01-15,discharged,School,yes,Rita Kumar,Duplicate with status difference
CID103386,TestFirst--3386,TestLast--3386,test3386@example.com,+918321819385,2024-05-03,Housing Support,2024-08-24,2025-01-25,pending,Clinic,no,Anil Verma,Duplicate-case 1
